Unique ID,Country,Age,Annual Family Income ($),Gender,Time spent watching videos/TV,Time spent playing indoor sports,Time spent playing outdoor sports,Total Time spent working in front of screen,Sleeping hours,IQ,Whether parents have specs,English speaker,Migrated within country,Migrated overseas,"Maritial Status (0 - Single, 1 - Married, 2 - Divorced)",Has Diabetes,Education Status,Has Gym Subscription,Has OTT subscription,Number of friends,Likes spicy food,Likes desserts,Wants to change career,Has debt,Has kids,Drinks alcohol,Smoker,Wear Specs
7681029,KOR,28,3242,Female,1,3,1,10,7,123,0,0,1,0,1,0,Dropout,1,1,5,0,0,1,1,1,1,0,0
4379899,KOR,29,34938,Female,8,4,-1,9,7,123,1,0,1,0,1,0,Graduate,0,1,2,1,1,0,0,0,1,0,1
6210921,KOR,29,27702,Male,5,4,2,10,7,112,1,1,1,0,1,0,Graduate,1,1,5,1,0,0,0,0,1,0,0
861007,KOR,29,23242,Male,8,2,0,11,9,118,1,0,1,0,1,0,Graduate,0,1,9,1,1,1,1,1,1,1,0
350233,KOR,29,32753,Female,9,2,2,10,3,90,1,0,0,0,2,0,Graduate,0,1,6,1,0,1,1,0,0,0,1
6947965,KOR,29,14340,Male,0,0,1,8,8,143,1,0,1,1,1,0,Graduate,1,1,9,1,0,1,1,0,1,0,0
4745957,KOR,29,27340,Male,0,3,2,11,7,94,1,1,0,0,1,0,Graduate,0,1,3,1,1,1,0,0,1,1,0
6061008,KOR,29,36828,Female,3,2,0,9,7,130,1,1,0,0,1,0,Graduate,0,1,3,1,0,1,0,1,1,0,1
2967183,KOR,29,26294,Male,7,4,0,11,5,112,1,1,0,0,1,0,Graduate,0,1,8,1,0,0,0,0,1,1,1
2928253,KOR,29,30487,Male,2,4,1,11,4,103,1,1,0,1,1,1,Graduate,0,1,7,1,0,1,1,0,1,0,1
6280262,KOR,29,7486,Female,1,1,0,10,8,96,0,0,0,0,1,0,Graduate,0,0,4,1,1,1,0,0,1,0,1
195436,KOR,29,32250,Male,3,3,1,11,7,111,0,0,0,1,1,0,Graduate,1,1,0,1,1,1,0,1,1,0,0
2460362,KOR,29,22063,Female,8,2,2,8,6,117,1,0,0,1,0,0,Graduate,0,1,5,1,1,0,1,0,1,1,1
4710110,KOR,29,34556,Male,7,0,0,10,7,109,0,0,0,0,0,0,Graduate,0,0,10,1,0,1,1,0,1,0,1
6223078,KOR,29,1733,Male,8,3,0,10,4,97,1,0,0,1,1,1,Graduate,0,1,4,1,1,1,0,1,1,1,1
6023796,KOR,29,22390,Female,9,1,2,10,7,108,0,0,1,0,2,1,Dropout,0,1,2,1,1,1,1,0,1,0,1
3978142,KOR,29,20942,Male,3,3,1,14,7,111,0,1,0,0,1,0,Graduate,1,1,4,1,1,1,1,0,1,0,1
1709299,KOR,29,10884,Female,8,3,1,8,6,125,1,0,1,1,1,1,Graduate,0,1,7,1,0,1,1,0,1,0,1
8875038,KOR,29,9693,Female,7,1,1,11,7,96,0,1,1,0,1,0,Dropout,1,1,7,0,1,0,0,0,1,0,1
5929460,KOR,30,106,Female,7,0,2,8,6,88,1,0,0,0,1,0,Graduate,0,0,3,1,0,0,0,1,0,0,0
5430887,KOR,30,21339,Male,9,1,0,10,8,101,1,0,0,0,2,0,Graduate,1,1,6,1,1,1,1,0,1,0,0
844227,KOR,30,11325,Female,6,3,1,12,9,102,1,0,0,0,1,0,Graduate,1,1,5,1,1,0,1,0,1,0,1
7514470,KOR,30,39363,Female,4,2,3,9,6,77,1,0,1,0,1,0,Dropout,0,1,5,1,0,1,0,1,1,0,0
4417183,KOR,30,14292,Female,6,2,1,8,5,122,1,1,1,1,1,0,Dropout,0,1,9,1,1,1,0,0,1,0,0
9942640,KOR,30,21071,Female,5,3,1,11,6,97,0,1,1,0,0,1,Dropout,0,1,4,1,0,1,0,1,0,0,1
8904695,KOR,30,23092,Female,1,1,1,11,6,131,1,0,1,0,1,0,Graduate,0,1,2,1,0,1,0,0,1,0,0
7170700,KOR,30,8935,Male,1,0,3,9,8,92,0,0,1,1,1,0,Graduate,1,1,3,1,1,1,0,0,1,0,1
8725169,KOR,30,34943,Male,5,3,1,7,7,95,0,1,1,0,0,1,Graduate,0,1,6,0,1,1,1,1,1,1,0
5648642,KOR,30,33738,Female,1,2,0,12,9,100,1,0,0,0,1,0,Graduate,0,1,6,1,0,0,0,0,1,1,1
9591980,KOR,30,15797,Male,2,0,2,14,9,79,0,0,1,1,0,0,Dropout,0,1,5,1,1,1,1,0,1,0,1
567961,KOR,30,3053,Male,1,2,-1,8,9,113,0,0,0,1,1,0,Dropout,1,1,6,1,1,1,0,1,0,0,1
407946,KOR,30,20850,Male,2,1,2,11,8,62,1,0,0,0,1,0,Graduate,0,1,3,1,1,1,0,1,1,0,0
6602353,KOR,30,10920,Male,9,1,0,7,7,114,0,0,0,1,1,0,Graduate,0,1,6,0,0,1,0,0,1,0,1
2479042,KOR,31,28735,Male,4,4,1,8,5,105,0,0,1,1,1,0,Graduate,1,1,3,1,0,1,0,0,1,0,0
8890445,KOR,31,37101,Female,1,4,-1,9,9,161,0,0,1,0,0,0,Graduate,1,1,6,1,0,1,0,0,0,0,1
1532745,KOR,31,38438,Male,7,2,0,8,7,127,0,1,0,0,0,0,Dropout,0,1,4,1,0,0,0,0,1,0,1
519399,KOR,31,20369,Female,4,1,0,9,11,111,1,0,1,0,2,0,Graduate,0,1,5,0,0,0,1,0,1,0,0
455692,KOR,31,19807,Male,6,2,1,10,4,125,0,0,1,0,1,0,Graduate,0,1,5,1,1,1,1,0,1,0,0
6004543,KOR,31,31304,Male,0,3,0,13,6,107,0,1,0,0,0,0,Graduate,0,1,2,1,1,0,0,0,1,1,0
4237906,KOR,31,7905,Female,1,2,0,12,8,91,1,0,1,1,1,0,Graduate,1,1,5,0,0,1,0,0,0,0,1
559434,KOR,31,1607,Male,1,0,-1,11,6,90,1,0,0,1,2,1,Graduate,0,1,1,1,1,0,0,0,1,0,1
2954816,KOR,31,14048,Female,5,2,1,9,10,113,1,0,0,0,1,0,Graduate,1,1,5,1,0,0,0,0,1,0,1
7271241,KOR,31,3355,Male,8,1,2,12,6,109,1,1,1,0,0,1,Graduate,1,1,3,1,0,0,0,0,0,0,1
6945135,KOR,31,4673,Male,1,3,1,11,5,99,1,1,0,1,2,0,Graduate,0,1,6,1,1,1,0,0,0,0,0
2592466,KOR,31,39017,Male,1,3,2,8,8,110,1,1,0,0,2,1,Graduate,1,1,6,1,1,1,1,0,1,0,0
5085461,KOR,31,25691,Male,2,1,1,9,9,131,1,0,1,1,1,0,Graduate,0,1,4,1,1,0,0,1,0,1,1
5284419,KOR,31,8051,Male,5,1,0,11,8,127,1,0,0,0,1,0,Dropout,0,1,4,1,0,0,0,1,1,0,1
6832441,KOR,31,23402,Male,3,2,1,6,8,114,1,0,0,1,1,1,Graduate,0,1,6,1,0,0,0,0,1,0,1
2754648,KOR,32,39632,Male,3,1,0,6,5,116,1,1,0,1,1,0,Dropout,1,1,4,1,0,1,1,0,1,1,0
668059,KOR,32,3973,Male,0,1,0,11,6,125,0,0,1,0,1,1,Graduate,1,1,4,1,0,1,1,1,0,0,0
468847,KOR,32,29455,Male,10,1,2,10,9,109,1,0,1,0,1,0,Graduate,1,1,6,1,1,1,0,1,1,0,1
7408282,KOR,32,39128,Female,9,2,1,10,9,107,0,0,1,0,1,0,Graduate,0,1,4,0,1,1,0,0,1,0,1
8170996,KOR,32,24965,Male,1,2,1,10,10,102,1,0,1,0,1,0,Graduate,0,1,8,1,1,1,1,0,1,0,1
9839833,KOR,32,14745,Male,3,4,1,6,7,81,0,1,0,0,0,1,Graduate,0,1,3,1,1,0,1,1,1,1,1
6422066,KOR,32,26621,Male,8,2,1,9,6,150,0,0,0,0,0,1,Graduate,0,1,3,0,0,0,1,0,1,1,1
5759283,KOR,32,15042,Male,6,2,2,8,8,127,1,1,1,0,2,0,Graduate,0,1,4,0,0,0,1,0,1,1,1
319499,KOR,32,13138,Male,4,2,0,9,10,110,1,0,0,0,1,1,Dropout,0,1,5,1,0,1,0,0,1,1,1
4269883,KOR,32,2924,Male,9,1,0,8,6,93,1,1,1,0,1,0,Graduate,0,1,4,1,0,0,1,0,1,1,0
5040801,KOR,32,26915,Female,7,2,2,7,7,117,1,0,1,0,1,0,Dropout,1,1,8,0,1,1,0,0,1,1,1
9294401,KOR,32,29062,Male,9,2,-1,10,8,104,0,0,0,0,1,0,Graduate,0,1,8,1,0,0,1,0,1,0,1
5946698,KOR,32,32862,Female,4,3,1,7,9,114,1,0,0,0,1,0,Graduate,0,1,4,1,1,0,0,0,1,0,0
4955112,KOR,32,19909,Female,6,2,0,9,7,121,1,1,0,0,1,1,Graduate,1,1,5,1,1,1,0,0,1,1,1
1116802,KOR,32,35916,Male,6,3,1,14,9,104,0,0,0,0,1,0,Dropout,0,1,7,1,1,1,1,0,1,0,0
1142172,KOR,32,31537,Male,5,0,0,5,7,104,1,1,0,0,1,1,Graduate,0,0,7,1,1,0,1,0,1,1,1
8561379,KOR,32,9115,Female,3,2,-1,8,8,104,1,0,0,1,1,1,Graduate,0,1,5,0,1,1,1,0,1,1,0
9721108,KOR,32,7439,Male,3,0,1,10,8,83,0,0,0,0,1,1,Graduate,1,0,5,1,1,1,0,0,1,0,1
7903249,KOR,33,3932,Male,1,3,1,11,9,116,1,0,0,0,1,0,Graduate,1,1,5,1,0,0,0,1,1,0,0
9450746,KOR,33,36893,Male,4,1,2,13,6,80,0,0,1,0,0,0,Graduate,0,1,5,1,0,0,0,0,1,0,0
6764173,KOR,33,11142,Female,6,3,0,12,9,129,0,1,0,1,1,0,Graduate,0,0,5,1,1,0,0,0,1,0,0
6437443,KOR,33,10114,Male,1,1,2,13,4,96,0,0,0,0,1,1,Dropout,0,1,2,1,0,0,0,0,1,1,0
410356,KOR,33,38839,Female,3,2,-1,12,6,109,0,0,1,0,0,0,Graduate,0,1,5,1,0,0,1,0,1,0,1
5726750,KOR,33,25456,Female,7,2,0,11,9,113,0,0,1,0,1,0,Graduate,0,1,4,1,1,0,1,0,1,1,0
8010428,KOR,33,9730,Male,10,2,1,9,6,108,0,0,0,1,0,0,Dropout,0,1,8,1,0,1,0,0,1,0,0
6777748,KOR,33,11260,Male,9,1,0,9,9,117,0,0,0,1,0,0,Graduate,0,1,4,1,0,0,0,0,1,0,1
9590397,KOR,33,27200,Male,10,1,1,11,5,134,0,1,1,1,1,0,Graduate,0,1,5,1,0,0,1,0,1,1,1
1043305,KOR,33,25287,Male,3,3,1,11,7,123,0,0,1,1,1,0,Graduate,0,0,3,1,1,1,0,0,1,0,1
8036134,KOR,33,492,Female,2,0,0,11,4,78,1,0,0,0,1,0,Graduate,0,1,6,1,0,1,0,0,1,1,0
8165927,KOR,33,31670,Male,9,4,-1,12,6,141,0,1,1,0,1,0,Graduate,0,1,7,1,0,0,1,0,1,0,0
6753754,KOR,33,18625,Male,3,3,0,8,9,123,1,0,1,0,1,1,Graduate,0,1,7,1,1,1,0,0,1,0,1
4157264,KOR,33,4399,Male,9,1,2,9,5,108,1,0,0,1,1,1,Graduate,0,1,5,1,0,0,0,0,1,1,0
4362241,KOR,33,14194,Male,8,3,1,9,6,117,1,0,1,0,2,0,Graduate,0,1,4,1,1,1,1,0,1,0,1
7272389,KOR,33,17555,Male,9,3,1,10,7,140,1,0,1,0,0,1,Graduate,0,1,7,1,0,1,1,0,1,0,0
5607250,KOR,33,23390,Female,4,1,2,12,6,91,1,1,0,0,1,0,Graduate,0,1,4,0,0,1,1,1,1,0,1
1200966,KOR,33,15719,Male,8,2,-1,12,6,117,0,0,1,0,0,0,Graduate,1,1,4,1,1,0,0,0,0,0,0
9442568,KOR,34,39082,Male,5,1,3,8,6,86,0,0,0,0,1,0,Graduate,0,1,3,1,0,0,1,0,0,1,1
2152291,KOR,34,28662,Male,1,4,1,8,7,107,1,0,0,0,1,1,Graduate,1,1,5,1,0,1,1,0,1,1,1
3879505,KOR,34,38441,Male,2,2,0,11,6,124,0,0,0,0,1,1,Graduate,0,1,4,1,0,1,0,0,0,0,1
5439564,KOR,34,28502,Male,8,1,2,12,7,123,1,0,0,0,1,1,Graduate,1,1,6,1,1,1,1,0,0,0,0
2873456,KOR,34,18606,Female,9,2,0,8,7,129,1,0,0,1,1,0,Graduate,1,0,3,0,0,1,1,1,0,0,1
2633707,KOR,34,30631,Male,7,1,3,11,8,85,0,1,1,0,1,0,Graduate,0,1,5,1,0,1,1,0,1,0,1
4756482,KOR,34,582,Male,1,4,2,9,6,88,0,0,0,1,2,0,Graduate,1,1,5,1,1,0,1,1,1,1,0
7866082,KOR,34,6427,Female,9,0,1,10,7,111,0,0,1,1,1,1,Graduate,0,1,4,1,0,0,0,1,0,1,0
1121550,KOR,34,610,Male,4,4,1,10,6,105,0,0,0,0,1,1,Dropout,1,1,1,1,0,0,0,0,1,0,1
5069491,KOR,34,13194,Male,8,1,1,10,7,111,0,1,0,0,1,0,Graduate,0,1,5,1,0,0,1,0,1,0,1
8351146,KOR,34,2048,Male,1,3,0,11,8,88,0,0,0,1,1,0,Graduate,0,0,7,1,1,1,1,1,1,0,1
5109560,KOR,34,11358,Female,8,0,2,9,8,70,0,1,1,0,1,0,Graduate,0,1,8,0,0,0,1,0,0,0,1
9862961,KOR,34,32,Female,5,0,2,11,7,107,0,0,0,0,1,1,Graduate,0,1,3,1,1,1,0,0,1,0,1
3144077,KOR,34,17930,Male,3,1,1,7,9,125,1,1,0,0,0,0,Graduate,1,1,8,1,1,1,0,0,1,0,1
9315244,KOR,34,17079,Male,1,3,0,10,7,116,0,0,1,0,1,0,Graduate,1,1,5,1,1,1,0,0,1,0,0
8466615,KOR,34,22148,Male,5,2,2,10,10,109,1,0,1,0,1,0,Graduate,0,1,5,1,0,0,0,1,1,1,1
8599061,KOR,34,20829,Female,4,3,0,8,7,91,0,0,1,0,1,0,Graduate,1,1,4,1,1,1,0,1,0,0,1
2559421,KOR,34,38590,Female,4,2,3,9,8,107,0,0,0,0,1,0,Graduate,0,1,11,1,1,1,1,1,1,0,1
8797137,KOR,34,22209,Female,10,2,2,13,7,107,1,1,0,0,2,0,Graduate,1,0,6,1,0,1,0,0,0,0,1
8816182,KOR,34,18047,Male,6,2,2,12,7,143,1,0,0,1,1,0,Graduate,0,1,9,1,0,0,1,0,0,0,0
7242701,KOR,35,14510,Male,10,2,0,11,7,125,1,0,0,0,0,0,Graduate,0,0,5,0,1,0,0,0,1,0,0
3858703,KOR,35,34426,Male,5,4,2,9,9,128,0,0,0,0,0,0,Graduate,1,1,7,1,1,0,1,0,0,1,0
428722,KOR,35,26318,Male,9,2,1,11,6,129,0,0,0,0,0,0,Graduate,0,1,6,1,1,1,1,0,1,0,1
386006,KOR,35,11709,Male,10,3,2,11,7,109,0,0,1,1,1,0,Graduate,1,0,6,1,1,1,0,0,1,0,0
5187008,KOR,35,23564,Male,10,1,1,7,6,92,0,0,1,0,1,0,Dropout,1,1,5,0,1,1,0,0,1,1,1
7161851,KOR,35,39232,Male,6,2,1,11,4,131,1,1,0,1,1,0,Graduate,0,1,3,1,1,0,1,1,1,1,1
7189341,KOR,35,752,Female,9,2,3,12,7,125,1,0,1,0,1,1,Graduate,0,0,6,1,0,1,0,0,1,0,1
7179457,KOR,35,14447,Male,4,2,2,8,8,114,0,0,0,0,2,1,Graduate,0,1,4,1,1,1,0,0,1,1,1
583576,KOR,35,5961,Female,1,3,2,14,8,122,0,1,1,0,1,0,Graduate,0,1,5,1,1,0,1,0,1,1,1
2762865,KOR,35,36739,Female,3,4,-1,9,7,86,1,1,1,0,1,0,Graduate,1,1,3,1,1,0,1,0,0,0,0
818421,KOR,35,39730,Male,5,2,0,8,8,107,0,1,0,0,0,0,Graduate,1,1,4,0,0,0,1,0,1,1,1
8575850,KOR,35,11304,Male,7,2,1,9,7,121,0,0,0,0,2,0,Graduate,1,0,5,1,1,1,0,0,1,0,1
1205877,KOR,35,1356,Male,7,3,2,8,4,126,0,0,1,0,1,1,Graduate,0,1,4,1,0,1,0,0,0,0,1
7854501,KOR,35,25221,Female,9,4,1,10,12,121,0,1,0,0,1,1,Graduate,1,1,5,1,1,0,1,1,1,0,1
9322325,KOR,35,32161,Male,3,0,1,8,8,118,0,1,1,0,1,0,Graduate,0,1,7,1,0,0,0,0,1,1,1
9164165,KOR,35,10547,Female,5,2,0,10,5,93,0,1,0,0,1,0,Graduate,0,0,4,1,0,1,1,0,1,1,1
5422328,KOR,35,7070,Female,5,4,0,11,6,108,0,0,1,0,1,0,Graduate,1,0,4,0,0,0,1,0,1,0,1
2993296,KOR,35,28436,Female,10,4,1,11,8,120,1,0,1,1,1,0,Dropout,1,1,7,1,1,0,1,1,1,0,1
6982872,KOR,35,24206,Male,6,1,1,10,7,138,0,0,0,1,1,0,Graduate,1,1,2,1,0,1,0,0,1,0,0
2583631,KOR,35,19852,Male,1,1,1,9,5,112,1,0,0,0,0,0,Graduate,0,1,6,1,0,0,0,0,0,0,1
4119847,KOR,35,27184,Male,3,1,0,7,6,120,0,1,1,0,1,1,Graduate,1,1,7,1,1,1,1,0,0,0,0
7513639,KOR,35,31605,Female,6,2,3,9,7,96,1,1,0,0,0,1,Graduate,1,1,6,1,0,1,0,0,1,1,1
932147,KOR,36,27223,Male,5,3,1,9,6,112,0,0,1,0,0,1,Graduate,0,1,9,0,1,1,0,1,1,1,1
881860,KOR,36,21172,Male,2,3,0,11,7,99,0,0,0,0,1,1,Graduate,0,0,4,1,1,1,0,0,1,0,1
7986982,KOR,36,12392,Male,9,2,2,11,7,130,1,0,0,0,0,0,Graduate,0,1,4,1,0,1,0,1,0,0,0
1794393,KOR,36,21551,Male,7,4,1,11,8,100,0,0,0,1,1,0,Graduate,0,1,3,1,1,0,0,1,1,0,1
2039013,KOR,36,4158,Male,4,1,1,7,8,117,0,0,1,0,1,1,Graduate,0,1,6,1,1,0,0,1,1,1,0
7918960,KOR,36,17251,Female,1,0,2,9,7,143,1,0,0,0,1,0,Dropout,1,1,2,1,0,0,0,0,0,0,1
3965837,KOR,36,1989,Female,4,1,2,13,8,128,0,0,0,1,1,0,Graduate,0,1,6,1,1,0,0,1,1,0,0
6824072,KOR,36,18163,Male,6,1,0,13,7,110,0,0,0,0,1,1,Dropout,0,0,6,1,0,1,0,1,1,0,0
3041761,KOR,36,33674,Male,5,1,2,9,7,89,0,0,0,0,1,0,Graduate,0,1,5,1,0,1,0,1,1,1,1
4654634,KOR,36,21730,Female,1,1,1,9,7,104,0,1,0,1,1,0,Graduate,0,1,8,1,1,0,0,1,0,0,0
2850327,KOR,36,25744,Female,1,0,0,11,8,108,0,1,1,0,1,0,Graduate,1,1,4,1,0,0,0,0,1,0,0
4668452,KOR,36,29854,Female,5,0,0,7,9,107,1,1,1,1,1,0,Graduate,0,0,2,1,1,0,0,0,1,0,0
6111498,KOR,36,20338,Female,6,1,1,6,6,115,1,1,0,0,1,0,Graduate,1,1,4,1,0,1,1,0,1,0,0
3493962,KOR,36,32462,Male,3,3,0,6,7,123,0,0,1,0,0,0,Graduate,0,1,6,0,1,1,0,0,1,0,0
1983448,KOR,37,37108,Male,3,4,1,5,9,105,1,0,1,0,2,1,Dropout,0,1,2,1,1,1,1,0,0,1,1
715815,KOR,37,4981,Male,5,3,1,10,7,133,1,1,1,0,1,0,Graduate,0,0,6,1,1,1,0,0,1,0,1
5004569,KOR,37,25956,Female,4,0,0,7,7,91,1,0,1,0,1,0,Dropout,1,0,11,1,0,1,0,0,1,0,1
3797594,KOR,37,17419,Male,9,1,1,8,9,106,1,0,1,0,2,0,Graduate,0,1,8,1,1,1,1,1,1,0,0
9759512,KOR,37,16135,Male,7,4,1,6,6,83,1,1,0,0,1,0,Graduate,1,0,7,1,1,0,0,0,1,1,1
7299647,KOR,37,36050,Male,0,2,0,7,4,94,1,0,1,0,1,0,Graduate,0,1,3,1,1,0,1,0,0,0,1
573490,KOR,37,11122,Female,0,4,1,10,8,105,0,0,0,0,1,0,Graduate,1,0,8,1,0,0,1,1,1,0,1
131561,KOR,37,29366,Female,7,2,2,7,7,103,1,0,0,0,1,0,Graduate,1,1,8,1,1,0,1,0,1,1,1
5524534,KOR,37,38951,Male,3,2,3,10,8,116,0,1,0,1,1,1,Graduate,0,1,2,1,1,1,1,0,0,0,1
507428,KOR,37,37780,Male,7,2,-1,7,8,107,1,1,0,0,1,1,Graduate,0,1,6,1,1,1,0,0,1,0,1
3470425,KOR,37,410,Male,9,4,1,10,7,100,1,0,1,0,2,0,Graduate,0,0,4,1,1,0,1,0,1,0,0
1906712,KOR,37,15959,Female,2,2,0,5,8,88,0,1,0,0,0,1,Dropout,0,1,6,1,0,0,0,0,1,0,1
6859472,KOR,37,17842,Female,2,1,-1,4,10,115,0,0,1,0,1,1,Graduate,0,1,7,1,1,1,1,1,0,0,1
97276,KOR,37,27128,Female,2,3,4,6,4,123,1,0,1,1,0,1,Graduate,0,1,2,1,1,0,0,0,1,1,1
812553,KOR,37,34996,Male,7,3,1,12,10,104,1,0,0,0,2,1,Graduate,0,1,6,1,1,1,0,1,1,0,1
3582021,KOR,37,28740,Male,4,2,1,8,8,82,1,0,0,0,1,0,Graduate,0,1,4,1,1,1,1,0,1,0,1
221497,KOR,37,22118,Female,0,3,1,6,7,119,0,1,0,0,1,0,Graduate,1,1,2,1,1,0,0,0,1,0,0
695530,KOR,37,5095,Male,1,2,0,7,9,117,1,1,1,0,1,0,Graduate,1,1,7,1,1,0,0,1,1,0,1
537049,KOR,38,24387,Female,0,2,2,6,7,103,0,1,1,1,1,1,Graduate,1,1,3,1,1,1,1,0,1,0,1
67268,KOR,38,31185,Male,4,3,0,8,5,108,0,1,0,0,1,1,Graduate,0,1,7,1,1,1,1,0,1,0,1
9551860,KOR,38,19407,Male,7,1,1,11,7,116,0,1,0,0,1,1,Graduate,0,1,5,1,1,1,0,1,1,0,1
2038120,KOR,38,39134,Female,6,4,2,9,6,104,0,1,0,0,1,0,Graduate,0,1,6,0,1,0,1,1,1,0,0
6948936,KOR,38,1872,Female,6,2,1,9,8,127,1,0,0,0,2,0,Dropout,0,1,1,1,1,0,1,0,0,0,1
3580026,KOR,38,27200,Male,7,1,2,6,5,116,0,0,0,1,1,1,Graduate,0,1,4,1,1,1,0,1,1,0,1
367184,KOR,38,37982,Male,10,0,0,7,7,134,0,1,0,0,1,1,Graduate,0,1,8,1,1,1,0,1,0,0,1
9585715,KOR,38,25075,Female,0,2,1,9,5,107,0,1,1,1,1,0,Graduate,0,0,5,0,1,0,0,1,0,0,1
8075678,KOR,38,34599,Male,9,4,0,6,9,120,0,1,1,0,0,0,Graduate,1,1,7,1,1,1,0,1,1,0,1
5237637,KOR,38,10979,Female,1,4,2,10,8,108,1,0,0,1,2,1,Graduate,0,1,4,0,1,1,1,0,1,0,1
6060805,KOR,38,23296,Male,5,1,1,7,7,101,0,0,1,1,1,1,Graduate,0,1,7,0,0,1,0,0,1,0,1
1708107,KOR,38,9647,Male,8,2,1,6,10,125,1,1,0,0,1,0,Graduate,0,1,2,1,1,1,0,1,1,0,0
1613103,KOR,38,23216,Male,3,3,-1,5,9,113,0,1,0,0,1,0,Graduate,0,1,6,1,0,0,0,1,1,0,0
778783,KOR,38,31592,Female,7,2,0,9,9,87,1,0,1,0,0,1,Graduate,0,1,4,1,1,0,0,0,1,1,1
4467332,KOR,38,13731,Male,2,1,2,6,8,124,0,0,0,1,1,0,Graduate,0,1,7,0,1,0,1,0,0,0,1
3401695,KOR,38,19286,Female,6,1,1,11,8,131,1,0,1,1,1,0,Graduate,0,1,6,1,1,0,1,1,1,1,0
3173120,KOR,38,17089,Male,1,2,1,13,6,120,0,1,1,0,0,1,Graduate,1,1,6,0,0,1,1,0,1,0,0
1302021,KOR,38,35547,Female,2,3,1,4,9,114,0,0,1,0,1,1,Dropout,1,1,8,1,1,1,1,0,1,0,1
8248729,KOR,38,7439,Male,8,2,1,12,10,118,0,0,0,1,0,0,Graduate,0,1,4,1,1,0,0,0,0,1,1
6558628,KOR,38,35230,Male,2,1,1,9,7,89,0,1,1,0,1,0,Dropout,0,1,2,1,0,1,0,0,1,1,1
2086052,KOR,38,20044,Male,10,0,0,10,7,106,1,0,1,0,1,0,Graduate,0,1,2,1,0,1,1,0,1,0,1
8881178,KOR,38,23412,Male,2,3,0,9,6,95,0,0,0,0,0,0,Graduate,0,0,4,1,0,0,0,0,1,0,1
4862900,KOR,39,6323,Male,7,2,3,6,8,128,0,0,1,0,0,0,Graduate,1,0,5,1,0,0,0,1,1,0,1
6174512,KOR,39,1028,Female,9,4,1,6,4,106,0,0,0,0,1,0,Graduate,0,1,3,1,0,0,0,0,1,0,1
6875565,KOR,39,38785,Male,7,4,1,9,5,119,0,1,1,1,2,0,Graduate,0,1,5,1,1,0,1,0,1,0,1
7827036,KOR,39,3203,Male,3,2,0,7,6,90,0,0,1,1,2,0,Graduate,1,0,4,1,0,1,0,1,1,0,1
4224638,KOR,39,1632,Male,5,1,2,4,5,115,0,1,0,0,2,0,Dropout,0,1,5,0,1,1,0,1,0,0,0
2427380,KOR,39,27371,Male,5,1,1,6,7,144,0,1,0,0,1,0,Graduate,0,0,4,1,0,1,0,1,1,0,1
1210241,KOR,39,7380,Female,3,2,-1,9,7,98,1,0,0,0,1,0,Graduate,0,0,9,1,0,1,0,0,1,0,1
1596532,KOR,39,4755,Female,2,1,0,8,9,110,0,1,0,1,1,0,Dropout,0,0,6,1,0,0,0,0,1,1,1
7253714,KOR,39,13753,Male,8,1,1,9,7,122,0,1,1,0,1,1,Dropout,0,1,7,1,1,1,1,0,1,1,1
1804066,KOR,39,20552,Male,5,2,0,10,5,110,0,0,1,0,1,0,Dropout,0,1,3,1,1,0,0,0,1,0,0
791645,KOR,39,11654,Male,5,2,2,9,8,125,0,0,1,1,1,0,Graduate,0,1,5,0,1,0,1,0,0,1,0
4377463,KOR,39,22270,Male,1,1,2,10,7,133,1,0,1,0,1,0,Graduate,0,1,5,1,0,0,0,0,1,1,1
9108431,KOR,39,31875,Male,6,2,1,4,7,99,0,0,1,1,1,0,Graduate,0,1,3,1,0,1,0,1,1,0,1
4438602,KOR,39,9116,Male,0,3,0,8,8,99,1,0,0,0,1,0,Graduate,1,1,4,1,1,0,0,0,1,0,1
4320504,KOR,39,30255,Female,7,1,1,8,10,105,0,1,1,0,0,0,Dropout,0,1,0,1,1,1,0,1,1,0,0
50418,KOR,39,14261,Male,3,1,1,7,7,121,1,0,1,0,1,0,Graduate,0,0,5,1,0,0,0,0,0,1,0
5871622,KOR,39,33004,Male,4,4,1,12,6,116,1,1,0,0,1,1,Graduate,0,0,10,0,0,1,1,0,1,0,0
6868638,KOR,39,30441,Male,4,4,2,6,7,99,0,0,0,0,1,0,Dropout,0,1,3,1,1,0,1,1,1,1,1
1971236,KOR,40,816,Male,2,2,1,11,4,100,0,1,1,0,0,1,Graduate,0,1,7,1,1,1,0,1,1,0,1
5140046,KOR,40,2012,Male,1,2,1,6,11,87,1,0,0,0,1,0,Graduate,0,1,4,1,1,1,0,0,1,1,1
8790068,KOR,40,37924,Male,6,3,1,8,8,128,1,1,1,0,0,0,Graduate,0,1,5,1,1,0,0,0,1,0,1
8087833,KOR,40,23031,Male,5,0,-1,9,8,122,0,1,0,0,2,0,Graduate,0,1,7,1,0,0,0,1,1,1,1
8148933,KOR,40,399,Male,6,1,3,5,7,123,1,0,1,0,1,0,Graduate,0,1,7,0,1,0,0,1,1,1,1
3622631,KOR,40,37198,Male,4,2,2,10,5,108,0,1,1,1,1,1,Graduate,0,0,7,1,0,0,1,1,1,1,0
5224736,KOR,40,8866,Male,4,3,1,7,6,105,1,1,1,0,1,0,Graduate,0,1,5,1,0,0,1,0,1,0,1
